TIMESTAMP,POWER,U10,V10,WS10,U100,V100,WS100,TEMP2,PRESS
20131111 7:00,0.175694619,-1.064000587,4.286615345,4.416692016,-1.518073412,6.048221842,6.235826676,12.6,98
20131111 8:00,0.661218145,-0.90478844,3.047436933,3.178917108,-1.600069413,5.08082579,5.326820143,12.3,98
20131111 9:00,0.754448079,-0.110192847,2.720326189,2.722557077,-1.128136873,5.713572133,5.823881809,11.8,98
20131111 10:00,0.501042378,-1.78778096,3.263319912,3.720943108,-3.798169621,5.998434032,7.09981009,12.1,98
20131111 11:00,0.402977966,-2.588725503,2.970588659,3.94029145,-4.616914877,5.314009204,7.039502596,9.9,98.1
20131111 12:00,0.417894756,-1.926481112,2.403832641,3.080542297,-3.880773,4.864658464,6.222965615,9.6,98
20131111 13:00,0.278764243,-1.539195123,2.102000935,2.605288767,-3.420380638,4.547024842,5.689854007,8.6,98
20131111 14:00,0.235334819,-1.161188369,1.737982797,2.090201577,-3.001289966,4.066162831,5.053852157,9,98
20131111 15:00,0.127951907,-0.804181991,1.712703759,1.892105399,-2.446754047,4.016375021,4.70296435,9.2,97.9
20131111 16:00,0.01412602,-0.528735209,1.795113421,1.8713613,-1.955385418,4.214265809,4.645811925,9.2,97.8
20131111 17:00,0.022168506,-0.390035057,1.838087785,1.879014117,-1.55694559,4.402703216,4.669890275,9,97.8
20131111 18:00,0.066397685,-0.359267065,1.817358974,1.852529747,-1.350437143,4.477069818,4.676305661,9.4,97.7
20131111 19:00,0.01019913,-0.262567663,1.789046452,1.808211544,-1.099590117,4.335269094,4.47254475,10,97.7
20131111 20:00,0,-0.022772681,2.142952976,2.143073972,-0.568741932,3.81470288,3.85686731,10.1,97.7
20131111 21:00,0,0.09688062,2.538822701,2.540670494,-0.051863436,3.268297423,3.268708898,10.2,97.7
20131111 22:00,0,0.602354767,3.340168186,3.394046961,0.61868164,4.198510173,4.243849037,9.5,97.7
20131111 23:00,0.059280759,1.225040311,3.652617088,3.852575159,1.427101473,4.610047386,4.82588391,11.4,97.7
20131112 0:00,0.117860609,1.913404542,3.648952429,4.120190623,2.315689487,4.583941502,5.13565356,11.2,97.7
20131112 1:00,0.109494626,2.276575279,3.569920597,4.234043938,2.767773601,4.478339321,5.264607657,11.7,97.7
20131112 2:00,0.169053952,2.649665703,3.658970548,4.517609303,3.262945914,4.592389676,5.633547637,13,97.6
20131112 3:00,0.217910931,2.880022863,3.62390713,4.6289561,3.567983002,4.560005008,5.790004177,13.4,97.6
20131112 4:00,0.224102297,3.089438463,3.61889807,4.75826158,3.856605538,4.584645517,5.99102502,13.7,97.5
20131112 5:00,0.300384602,3.165489391,3.818703898,4.960123239,3.996813168,4.903564102,6.326093297,12.8,97.5
20131112 6:00,0.41621437,3.020000659,4.160433086,5.140973394,3.850450081,5.42453486,6.652183422,12.3,97.5
20131112 7:00,0.537588512,2.72241007,4.695845917,5.427935654,3.57277058,6.333417628,7.271648263,11.6,97.5
20131112 8:00,0.732261601,2.112900455,4.987484507,5.416581029,3.048872801,7.742854732,8.321503756,11.5,97.5
20131112 9:00,0.561985551,1.543069586,4.637406887,4.887392595,2.326632521,7.912522236,8.247498228,11.2,97.5
20131112 10:00,0.40274433,1.494573342,3.939477894,4.213458859,2.224041572,7.126137997,7.465132529,11,97.6
20131112 11:00,0.329966572,0.939070908,3.609436513,3.729595972,1.218650273,6.832563935,6.940391806,9.2,97.6
20131112 12:00,0.465996909,0.109674914,3.247671086,3.249522438,-0.211467554,6.351722006,6.35524122,9,97.6
20131112 13:00,0.629461558,-0.15870771,2.8808966,2.885264868,-0.598577401,5.899040658,5.9293318,8.1,97.6
20131112 14:00,0.517253154,-0.154850054,2.597606443,2.602217856,-0.59994528,5.609690683,5.641680946,8.1,97.6
20131112 15:00,0.379632292,-0.212163797,2.332682838,2.342311401,-0.751095945,5.235858964,5.289457837,8.1,97.5
20131112 16:00,0.305290967,-0.516367511,2.154582936,2.215595413,-1.384424069,4.899340015,5.091184792,7.5,97.4
20131112 17:00,0.212204809,-0.871271843,1.953663984,2.13913945,-2.219514393,4.454402827,4.976740769,7.7,97.4
20131112 18:00,0.136839078,-1.133592437,1.655903209,2.006750421,-2.828904629,3.776436827,4.718493034,7.8,97.3
20131112 19:00,0.104642177,-1.273019139,1.278554041,1.804238943,-2.94791013,2.798560635,4.064740552,8.1,97.3
20131112 20:00,0.037543582,-2.276560737,1.463889252,2.706603136,-2.853526457,1.872077503,3.412812244,8.1,97.3
20131112 21:00,0.005589303,-1.742550958,1.015300123,2.016759326,-2.196260444,1.241280477,2.522763794,8.1,97.4
20131112 22:00,0,-0.82442888,0.918458301,1.234199591,-1.035614843,1.106813701,1.515762076,7.6,97.4
20131112 23:00,0,0.051258984,0.964652964,0.966013884,0.023807689,1.147646544,1.14789346,9,97.4
20131113 0:00,0,0.210666565,0.3754634,0.430526615,0.240816247,0.445195015,0.506153205,10.3,97.4
20131113 1:00,0,0.75653029,0.781320193,1.087565779,0.874436733,0.925627481,1.273352204,11,97.4
20131113 2:00,0,1.313766177,1.306028759,1.852482844,1.51765753,1.560212314,2.176590647,11.7,97.4
20131113 3:00,0,1.945327258,1.694718075,2.5799937,2.286692921,2.042823612,3.066283226,12,97.4
20131113 4:00,0.00300133,2.283242897,2.10101506,3.102815239,2.726286081,2.549946771,3.732943119,12.8,97.4
20131113 5:00,0.032888825,2.298270396,2.592709245,3.464706054,2.76721372,3.192157516,4.224611388,12.5,97.4
20131113 6:00,0.125139283,2.038741437,3.056671349,3.674194658,2.480214967,3.818571729,4.553345619,13,97.4
20131113 7:00,0.306764674,1.756062008,3.434355871,3.857272874,2.181594786,4.431912949,4.939757909,12.7,97.4
20131113 8:00,0.506730527,1.442109136,3.576977998,3.856740898,2.089633918,5.769715825,6.136464015,12.5,97.4
20131113 9:00,0.326354193,0.737441306,4.632557814,4.690886012,0.921933006,7.890264112,7.943942864,11.8,97.4
20131113 10:00,0.292701556,0.099381847,4.506662974,4.507758635,-0.09165766,7.698526892,7.699072505,11.5,97.5
20131113 11:00,0.471514324,-0.208884945,3.709475714,3.715352338,-0.617653614,6.758905573,6.787068626,10.2,97.5
20131113 12:00,0.545684914,-1.16536491,3.008250257,3.226088185,-2.315392716,5.759911081,6.207867515,10,97.6
20131113 13:00,0.253333813,-2.748532174,1.983924054,3.389746858,-5.1100936,3.844173005,6.39458542,9.5,97.6
20131113 14:00,0.210389634,-3.668864913,1.478143734,3.955436594,-6.23989855,2.734602786,6.812810456,9.6,97.6
20131113 15:00,0.200891413,-3.744002405,1.125990334,3.90965577,-6.285373705,2.186626527,6.654867255,9.6,97.6
20131113 16:00,0.094919306,-3.666021873,0.669511489,3.726655606,-6.268194202,1.494847353,6.443976037,8.7,97.6
20131113 17:00,0.149051077,-3.555143304,0.324841349,3.569953195,-6.223224327,0.949049926,6.295174087,8.8,97.6
20131113 18:00,0.248535279,-3.603881136,0.008783672,3.603891841,-6.338428052,0.362399398,6.348779685,8.8,97.5
20131113 19:00,0.505580317,-3.727350312,-0.189302615,3.732154315,-6.374302896,-0.10114712,6.375105344,8.6,97.6
20131113 20:00,0.578016606,-3.931236912,-0.393551587,3.950886801,-5.576466574,-0.478085064,5.596922795,8.7,97.6
20131113 21:00,0.403687862,-3.700950653,-0.643580501,3.756491927,-4.777114413,-0.850665343,4.852262735,8.8,97.6
20131113 22:00,0.327360627,-2.804580681,-0.996614285,2.976392587,-3.408817542,-1.310943613,3.652206209,8.1,97.7
20131113 23:00,0.270640883,-1.611722227,-1.056480363,1.927122024,-1.81162906,-1.365959122,2.268886109,10.4,97.7
20131114 0:00,0.052361526,0.746336306,-1.191663926,1.406087051,1.089725323,-1.429030633,1.797117088,10.6,97.8
20131114 1:00,0,2.763920248,-0.124888569,2.766740373,3.429122173,-0.220822347,3.436224874,12.4,97.8
20131114 2:00,0.016031056,3.982379475,0.932966018,4.090204381,4.943667967,1.080397307,5.060346955,12.8,97.8
20131114 3:00,0.253414687,4.416955028,1.518763217,4.670774393,5.523548197,1.843748187,5.823142799,13,97.8
20131114 4:00,0.494455627,4.175981854,1.76668627,4.534314152,5.234353429,2.16740896,5.66534354,13.6,97.8
20131114 5:00,0.570108911,3.585700558,1.853292075,4.03632754,4.485527802,2.291893873,5.037135812,13.7,97.8
20131114 6:00,0.33419,3.026725179,1.973350764,3.613195061,3.805771029,2.440336259,4.520966067,13.3,97.7
20131114 7:00,0.286429316,2.528302033,1.977811149,3.209991918,3.206014869,2.561532891,4.103654724,12.9,97.8
20131114 8:00,0.159834298,1.773664675,1.273813754,2.183686758,3.532973902,3.008269314,4.640214312,12.7,97.8
20131114 9:00,0.054994429,1.063514672,2.164775611,2.411911462,2.254454766,5.059686725,5.539223416,12.1,97.8
20131114 10:00,0.176081018,-2.072843868,2.253239909,3.061661606,-4.302117331,4.808837882,6.452374393,12.5,97.8
20131114 11:00,0.317529923,-4.687299825,1.179773975,4.833492141,-8.592336617,2.304107487,8.895906916,9.9,97.9
20131114 12:00,0.312974012,-5.137528336,1.461893311,5.341472592,-8.8214067,2.70809626,9.227730031,9.8,97.9
20131114 13:00,0.297949391,-5.226914966,1.166764519,5.355555948,-8.84376712,2.156604609,9.102920428,8.4,97.9
20131114 14:00,0.307465584,-5.175836892,0.584684307,5.208756403,-8.672337232,1.148981447,8.748119308,8.4,97.9
20131114 15:00,0.396885446,-4.704188543,0.117830702,4.705664026,-7.991089763,0.384221304,8.000321345,8.6,97.9
20131114 16:00,0.31701772,-4.291032828,-0.598804451,4.332612318,-7.151331761,-0.881766771,7.205488088,7.9,97.8
20131114 17:00,0.33286007,-4.667527667,0.388427378,4.683662066,-7.628850956,0.380933023,7.63835564,7.4,97.8
20131114 18:00,0.267909133,-4.750735498,0.542310652,4.781588503,-7.676056288,0.840352815,7.721918997,7.3,97.7
20131114 19:00,0.300168937,-4.758973897,0.317804619,4.7695736,-7.530962006,0.450926427,7.544449839,6.9,97.7
20131114 20:00,0.392275619,-5.157300494,0.383966993,5.171574135,-8.005499812,0.637418919,8.030836203,7,97.8
20131114 21:00,0.3401028,-5.46953582,0.166523236,5.472070182,-7.500651214,0.185515198,7.502945057,7.2,97.8
20131114 22:00,0.30986485,-5.789597625,0.318919715,5.798374811,-7.620403687,0.309060602,7.626668395,7,97.9
20131114 23:00,0.211360124,-5.566748929,0.279891348,5.573780836,-7.175679774,0.250341304,7.180045333,11.7,97.9
20131115 0:00,0.179414831,-4.524439305,-0.220556496,4.529811938,-5.702555404,-0.375624934,5.714913143,11.9,98
20131115 1:00,0.207729773,-3.195685656,-0.099606327,3.197237594,-3.896160615,-0.182019347,3.900410053,13,97.9
20131115 2:00,0.409771396,-1.377160556,-0.241680187,1.398206176,-1.583925408,-0.393496218,1.632071987,13.5,97.9
20131115 3:00,0.369999281,-0.194360821,-0.481536296,0.519281555,-0.228505848,-0.584123258,0.627227951,13.8,97.9
20131115 4:00,0.283365084,-0.302899298,-0.245427939,0.389849788,-0.35319946,-0.295629658,0.460593914,14.6,97.9
20131115 5:00,0.110896445,0.175748643,0.067338977,0.18820766,0.190464687,0.005203638,0.190535758,14.3,97.9
20131115 6:00,0.010828151,0.135299522,0.774301231,0.786033305,0.145574987,0.874088491,0.886127963,14.8,97.8
20131115 7:00,0.030013299,-1.146600562,1.275137141,1.714837479,-1.376934012,1.511923159,2.044959392,14.2,97.8
20131115 8:00,0.333345315,-1.422665818,0.528993846,1.517831519,-2.312967391,0.936212481,2.495257895,14.4,97.8
20131115 9:00,0.264710111,-1.552440084,-0.023969883,1.552625122,-3.192057354,0.205191826,3.198645626,13.8,97.8
20131115 10:00,0.22646562,-1.901313759,0.028157936,1.901522253,-4.176305596,0.326886767,4.189079063,14.3,97.9
20131115 11:00,0.318248805,-2.756138532,0.348420355,2.778074217,-5.984362967,0.842175482,6.043331834,11,97.9
20131115 12:00,0.542414004,-4.040061072,1.691137581,4.379730561,-7.666064144,3.18671786,8.302030485,10.6,97.9
20131115 13:00,0.780884943,-5.201287943,2.909838296,5.959912346,-8.652390613,4.940231316,9.963420536,9.1,97.9
20131115 14:00,0.800240825,-5.267354842,2.66010175,5.900946395,-8.724712908,4.619824708,9.872355122,9,97.9
20131115 15:00,0.924274828,-5.252523497,2.323485506,5.743482218,-8.718478227,4.108791061,9.638154729,8.6,97.9
20131115 16:00,0.938032422,-5.172973558,1.93746708,5.523896642,-8.653637549,3.520315179,9.342272839,8.1,97.9
20131115 17:00,0.932515007,-5.087693326,1.73168144,5.374322654,-8.545985398,3.188845394,9.121545996,8.1,97.8
20131115 18:00,0.928156788,-5.053648649,1.747694561,5.347317172,-8.4873794,3.208418706,9.07356378,8.4,97.8
20131115 19:00,0.902861148,-5.096120226,1.727592984,5.380986794,-8.435008083,3.142890662,9.001506711,7.9,97.7
20131115 20:00,0.861228928,-5.157468061,1.33373835,5.327131948,-7.874302476,2.307195338,8.205351291,8,97.7
20131115 21:00,0.780516516,-5.396454955,0.987241669,5.486016059,-7.284501692,1.380441563,7.414147544,8.1,97.8
20131115 22:00,0.770802631,-5.104210051,0.641085693,5.144312501,-6.623209904,0.839196934,6.676163639,7.6,97.8
20131115 23:00,0.628823551,-4.52915837,0.80973452,4.600972237,-5.718349928,1.039610629,5.812083634,11.1,97.9
20131116 0:00,0.329301607,-3.163498303,0.572129314,3.214817796,-3.864490738,0.721313501,3.931231592,11.3,97.8
20131116 1:00,0.088970562,-2.282604426,1.301173999,2.627420169,-2.747536854,1.588719685,3.173797253,13.4,97.8
20131116 2:00,0.009650983,-1.724388977,2.085810327,2.706311524,-2.052835341,2.538691304,3.264825642,14.1,97.8
20131116 3:00,0.02321987,-1.354676067,2.640932588,2.968109193,-1.615252232,3.216103164,3.59893864,14.6,97.8
20131116 4:00,0.062120341,-1.276285262,3.277456897,3.517190325,-1.553053231,4.019239663,4.308858528,16.1,97.7
20131116 5:00,0.073514611,-1.538438697,3.7726196,4.074242539,-1.918362854,4.696651524,5.073327466,16.4,97.7
20131116 6:00,0.111417634,-2.086445111,3.939791611,4.458162305,-2.644601889,5.012370486,5.667254807,16.9,97.7
20131116 7:00,0.206309982,-2.786493225,3.72496962,4.651875231,-3.663439039,4.920891738,6.134815489,15.9,97.7
20131116 8:00,0.331781748,-3.089118191,2.745762543,4.133021067,-4.901724775,4.389376753,6.579782219,16.3,97.7
20131116 9:00,0.462070019,-3.2502751,1.866620422,3.748140876,-6.092266208,3.663645349,7.109008706,15.6,97.7
20131116 10:00,0.636875023,-3.351271625,1.757422552,3.784118858,-6.419467992,3.634090676,7.376732634,15.2,97.7
20131116 11:00,0.534847777,-3.307518618,2.65999258,4.24443635,-6.055472433,4.984223179,7.842909351,12,97.8
20131116 12:00,0.544265124,-3.210532786,2.617901764,4.142575336,-5.936330685,4.799858317,7.634046232,11.4,97.8
20131116 13:00,0.417023112,-3.129225114,2.274821912,3.868703213,-5.982760925,4.323699703,7.381585698,9.6,97.8
20131116 14:00,0.397190971,-2.943274834,1.953581634,3.532612058,-5.838651973,3.899144486,7.020910524,9.5,97.8
20131116 15:00,0.433575357,-2.671276973,1.707390074,3.170315683,-5.579781485,3.587647619,6.63363979,9.8,97.8
20131116 16:00,0.387566946,-2.565175931,1.580720545,3.01310554,-5.455383484,3.455355275,6.457607067,8.9,97.7
20131116 17:00,0.330981992,-2.613668847,1.57754388,3.052852688,-5.490863196,3.49335414,6.507926074,9.3,97.7
20131116 18:00,0.329220733,-2.736177267,1.431417276,3.087980158,-5.653807056,3.28600231,6.539368885,9.1,97.6
20131116 19:00,0.271836023,-2.933795016,1.309512745,3.212783345,-5.77557693,2.978258418,6.498254541,8.5,97.7
20131116 20:00,0.211261278,-3.493468898,1.373443135,3.753754252,-5.588979929,2.563085636,6.148666898,8.6,97.7
20131116 21:00,0.131492398,-3.948500172,1.338102733,4.169073343,-5.213157799,1.857526469,5.534204443,8.6,97.7
20131116 22:00,0.146570936,-4.099812655,1.172519055,4.264183948,-5.228050517,1.543683993,5.451190006,7.6,97.7
20131116 23:00,0.157839402,-3.72681827,1.12050116,3.891618849,-4.629713653,1.454081732,4.852690201,12.9,97.8
20131117 0:00,0.032547356,-2.8218133,1.208121742,3.069558346,-3.415911007,1.523855793,3.740398974,14.2,97.8
20131117 1:00,0.008150318,-2.721390737,1.211541579,2.978892502,-3.278705219,1.515149839,3.611867515,17,97.8
20131117 2:00,0.002677833,-2.605518549,1.012336083,2.79527302,-3.137902275,1.256019685,3.379943215,18.3,97.8
20131117 3:00,0.001509651,-2.366907673,0.904183743,2.533732459,-2.849615956,1.10494578,3.05634034,18.8,97.7
20131117 4:00,0,-2.220136236,0.876397569,2.38685517,-2.654855679,1.078827919,2.865681133,20.2,97.7
20131117 5:00,0,-2.302534236,0.873832691,2.462772316,-2.757117671,1.077291574,2.960110638,20.4,97.6
20131117 6:00,0,-2.445872424,0.922992846,2.614231762,-2.969349846,1.136184791,3.179300927,19.9,97.6
20131117 7:00,0,-2.596935424,0.970015602,2.772183952,-3.245303061,1.229389708,3.470358917,19.4,97.6
20131117 8:00,0.013955286,-1.999549923,0.429681382,2.04519583,-4.112217536,0.990232036,4.229762706,19.2,97.6
20131117 9:00,0.165953776,-2.493508768,0.062048922,2.494280666,-5.671841385,0.292219388,5.679364125,18.1,97.6
20131117 10:00,0.13557205,-2.877603612,0.09710225,2.879241462,-6.491478959,0.259444032,6.496661472,17.9,97.6
20131117 11:00,0.132912189,-2.775893581,0.233468244,2.785694275,-6.406174986,0.289146698,6.412697074,12.7,97.7
20131117 12:00,0.12462708,-2.585348205,0.265101735,2.598904437,-6.16311005,0.129878955,6.164478407,11.8,97.7
20131117 13:00,0.180169656,-2.516683205,0.018873482,2.516753974,-6.068042369,-0.519482776,6.090238135,9.5,97.7
20131117 14:00,0.181014342,-2.335150111,-0.068332357,2.336149685,-5.672869143,-0.790391573,5.727666467,9.4,97.6
20131117 15:00,0.182245426,-2.180224704,0.141132649,2.184787904,-5.209863843,-0.682335323,5.25435655,9,97.6
20131117 16:00,0.16603465,-2.028303391,0.038537544,2.028669463,-4.578306113,-1.358839145,4.775702114,7.2,97.5
20131117 17:00,0.150165343,-2.052336141,-0.297461425,2.073780831,-4.003275112,-2.367705556,4.651047325,7,97.5
20131117 18:00,0.160669998,-2.279788955,-0.823261339,2.423880548,-3.148179862,-3.283879164,4.549164628,6.7,97.4
20131117 19:00,0.107068402,-1.974229704,-1.318282721,2.373910751,-2.408707467,-4.058709052,4.719638846,5.9,97.4
20131117 20:00,0.063737824,-1.80986286,-2.180936562,2.834093834,-1.848578968,-4.523197293,4.886364493,5.7,97.4
20131117 21:00,0.048371734,-1.237797577,-2.791804917,3.053902018,-1.488863418,-4.015179283,4.282333354,7.4,97.5
20131117 22:00,0.029438194,-0.403088669,-3.930610583,3.951225131,-0.354217798,-5.035312223,5.04775588,8.5,97.5
20131117 23:00,0.05183135,0.290856989,-3.444993753,3.457250316,0.497794177,-4.29325769,4.322020434,16.1,97.5
20131118 0:00,0.036627008,1.185035412,-3.051739861,3.273747868,1.54445858,-3.772211696,4.076141973,17.7,97.5
20131118 1:00,0.047967363,1.519761615,-2.629434269,3.037038021,1.91091049,-3.230081884,3.75299985,22.4,97.4
20131118 2:00,0.050564322,1.73395477,-2.288603796,2.871290037,2.128430073,-2.831597851,3.542338347,23.2,97.4
20131118 3:00,0.030022285,1.992804431,-1.929004186,2.773504399,2.416496548,-2.421409347,3.420917829,23.4,97.3
20131118 4:00,0.035962043,2.169059315,-1.529733444,2.654223563,2.61099041,-1.97557541,3.274166935,25.1,97.2
20131118 5:00,0.027596061,2.321602779,-0.994386456,2.525597729,2.795196183,-1.366942922,3.111535738,24.9,97.1
20131118 6:00,0.01920312,2.556345831,-0.214187539,2.565303161,3.120495739,-0.436969505,3.150942082,25.1,97
20131118 7:00,0.061365515,2.694267253,0.793800455,2.808771118,3.456083384,0.85956666,3.561371534,25.3,97
20131118 8:00,0.06361202,2.08962606,1.796243022,2.755544604,4.35310671,3.508501238,5.590985509,25.5,97
20131118 9:00,0.11151648,1.484589677,2.280401453,2.721072821,4.111091678,4.554987342,6.13587683,25,96.9
20131118 10:00,0.023165954,0.072969845,2.644266777,2.645273404,2.163703519,2.757819035,3.505307226,24,97
20131118 11:00,0,-0.352254942,0.162474923,0.387919637,0.829191483,-0.036357387,0.829988177,16.2,96.9
20131118 12:00,0,-1.681675186,-2.207981819,2.775466653,-1.144651761,-2.957154903,3.170960859,16.2,97
20131118 13:00,0,-1.251312925,-2.206702105,2.5367929,-2.051963174,-5.393280918,5.770444691,14.1,97
20131118 14:00,0.030633335,-0.937136619,-2.491651737,2.662058117,-1.202461019,-6.356239662,6.468979451,14.6,96.9
20131118 15:00,0.176629165,-0.71859637,-3.015054728,3.099505728,-0.517568278,-7.287277122,7.305633769,14.7,96.9
20131118 16:00,0.280840013,-0.642719828,-3.315360927,3.377085556,-0.390191946,-7.687357218,7.697253456,13.6,96.9
20131118 17:00,0.116377916,-0.57158557,-3.405794044,3.453424841,-0.229991712,-7.774076708,7.777478052,13.7,96.8
20131118 18:00,0.042584738,-0.580279757,-3.434800893,3.483472659,-0.185899905,-7.809722142,7.811934377,13.5,96.8
20131118 19:00,0.199094209,-0.531276158,-3.456556029,3.497146542,-0.027659307,-7.756520001,7.756569317,13.1,96.8
20131118 20:00,0.386875023,-0.37517598,-3.977399593,3.99505501,0.247179625,-7.48359302,7.487674022,13,96.8
20131118 21:00,0.402537651,0.059928565,-4.215426381,4.215852346,0.507811198,-6.516378105,6.536134624,13.6,96.8
20131118 22:00,0.369927393,1.126942435,-4.946996169,5.073733374,1.624803651,-6.52967864,6.728795587,13.2,96.8
20131118 23:00,0.356673017,2.773305318,-5.056198423,5.766833176,3.713775503,-6.511589912,7.496194479,20.9,96.8
20131119 0:00,0.464244635,3.27660462,-4.129174025,5.271263222,4.192559745,-5.271027373,6.735078825,22.2,96.9
20131119 1:00,0.471289673,3.346767112,-3.463275205,4.816131772,4.222127913,-4.360103376,6.069338149,25.3,96.8
20131119 2:00,0.2208224,3.306735751,-2.866470945,4.376203492,4.138351437,-3.598905339,5.484347933,26.8,96.8
20131119 3:00,0.061284641,3.126379407,-2.938156551,4.290339393,3.950538812,-3.675407654,5.395866782,27.1,96.8
20131119 4:00,0.068725064,3.143166751,-2.737782327,4.168326918,3.944515666,-3.512020567,5.281429002,26.6,96.7
20131119 5:00,0.079544229,2.878443238,-2.87294856,4.066849998,3.655404687,-3.68141855,5.187950074,26.5,96.6
20131119 6:00,0.125274074,2.820763644,-2.910950568,4.053435671,3.63788281,-3.835516071,5.286338513,23.3,96.6
20131119 7:00,0.101056756,2.282707723,-2.564614087,3.43336569,3.158221412,-3.538796377,4.743146876,19.1,96.7
20131119 8:00,0.068904784,1.511350755,1.284816574,1.983666992,3.178481083,2.181391026,3.85502384,18.3,96.8
20131119 9:00,0.046700334,-0.052454973,4.451938458,4.452247472,-1.067288865,7.692289952,7.765979026,17.8,96.9
20131119 10:00,0.084504511,-0.450616355,3.854270516,3.880522685,-1.586922045,6.93273125,7.112037976,17.8,97
20131119 11:00,0.434204378,-0.122617465,3.835269512,3.837229114,-0.944088164,6.635465111,6.702290631,13.9,97.1
20131119 12:00,0.731596636,-2.94203049,3.607689306,4.65520843,-4.894176429,5.661699926,7.483836514,13.7,97.1
20131119 13:00,0.872434492,-3.634616071,3.339947886,4.936161046,-5.742344813,4.984654436,7.604032075,12.5,97.1
20131119 14:00,0.806836562,-0.98910272,3.494546964,3.631829109,-2.081915086,5.339843757,5.731343802,12.6,97.1
20131119 15:00,0.892122857,0.563081,4.12848955,4.166711674,0.54800922,6.25568576,6.279643177,12.6,97
20131119 16:00,0.890676108,1.179047418,3.940638715,4.113245227,1.172773665,6.762786821,6.863722289,11.9,97
20131119 17:00,0.631950685,0.972864389,3.557163909,3.687801539,0.867783484,5.919075573,5.982349356,11.5,97
20131119 18:00,0.129335754,-0.606867794,2.972883038,3.034192162,-1.065646189,5.00432646,5.116530574,11.2,96.9
20131119 19:00,0.136839078,-1.831913514,2.902924796,3.432619917,-3.079566987,4.991758222,5.865269216,10.5,96.9
20131119 20:00,0.433233888,-0.880200202,2.823034211,2.957071956,-1.603896364,3.952419625,4.265454775,10.5,97
20131119 21:00,0.680367348,1.772200265,3.016498979,3.498565401,2.170425567,3.948048064,4.505311383,10.5,97
20131119 22:00,0.259615039,1.566447681,3.396519057,3.740334216,1.858864682,4.265532672,4.652971834,10.1,97
20131119 23:00,0.108640955,2.002057755,3.7350824,4.237814978,2.450228049,4.687934742,5.289645511,11.3,97.1
20131120 0:00,0.04057187,-0.441772145,2.267462683,2.310097324,-0.436219526,2.713728524,2.748565076,11.2,97.1
20131120 1:00,0.129964775,0.474326712,2.257660683,2.306949845,0.636096524,2.667667207,2.742456401,12.7,97.1
20131120 2:00,0.230895726,1.735737216,2.808439772,3.301532619,2.091685935,3.353339469,3.952219079,13.7,97
20131120 3:00,0.171848604,2.7102927,3.633208121,4.532757193,3.260616599,4.518282651,5.571938506,13.7,97
20131120 4:00,0.105792387,2.263934597,4.404765609,4.952510467,2.74091491,5.554370755,6.193839603,13.5,97
20131120 5:00,0.064241041,1.241778717,4.732899253,4.89309204,1.505628054,5.99049563,6.17680773,13.9,97.1
20131120 6:00,0.074350311,0.982481821,4.850990024,4.94948227,1.184464088,6.238293854,6.349745301,12.9,97.1
20131120 7:00,0.214163761,1.828432725,4.802446782,5.138741219,2.124598606,6.340328417,6.686829119,11.6,97
20131120 8:00,0.717012329,3.14454193,5.587540366,6.411610662,4.118469439,8.084827916,9.073380459,10.5,97
20131120 9:00,0.718081665,2.828458596,5.383565398,6.081361231,3.834464941,8.396762151,9.230857815,10.4,97
20131120 10:00,0.518780777,1.492307119,5.022291656,5.239312361,1.941986367,7.822453325,8.059906146,10.4,97
20131120 11:00,0.35740987,0.984569557,4.431837801,4.539885847,1.184464088,6.995098784,7.094671393,9.1,97.1
20131120 12:00,0.379254879,0.995425788,3.818512611,3.946126083,1.215784211,6.318172341,6.434083693,9.1,97.1
20131120 13:00,0.52313001,0.659717729,3.725160223,3.783126507,0.741735581,6.223134433,6.267182289,8.3,97.1
20131120 14:00,0.435165882,0.14529941,3.692486887,3.695344549,-0.04763767,6.016733089,6.016921672,8.4,97
20131120 15:00,0.302514288,-0.084769172,3.447903631,3.448945529,-0.316247532,5.220280444,5.229850898,8.5,97
20131120 16:00,0.270074764,-0.126941453,2.805639201,2.808509472,-0.470724745,4.555015093,4.579273336,8.2,97
20131120 17:00,0.197863125,-0.528204444,2.814040916,2.863184627,-0.9171692,4.137547967,4.237983308,8.3,96.9
20131120 18:00,0.171525107,-0.69021281,2.808439772,2.892011009,-1.10827503,4.101981634,4.249061881,8.3,96.8
20131120 19:00,0.346024586,-0.579562766,3.122570558,3.175899855,-0.970785002,4.481550208,4.5854897,8.2,96.8
20131120 20:00,0.518223644,-0.597099754,3.772303179,3.819266866,-0.837010921,4.944495596,5.014840375,8.3,96.8
20131120 21:00,0.359207074,-0.529039538,3.559926496,3.599022019,-0.722347422,4.533442071,4.590629893,8.5,96.9
20131120 22:00,0.318626218,-0.524446518,3.341481908,3.382387543,-0.697928344,4.155622661,4.213822929,8.1,96.9
20131120 23:00,0.142994501,-0.241349423,2.991410453,3.001130794,-0.326864523,3.653029557,3.667623939,10.6,96.9
20131121 0:00,0.019984904,1.565452465,1.629896025,2.25991205,1.915375979,1.908255391,2.703720358,10.8,96.9
20131121 1:00,0.000611049,2.501744982,1.503888952,2.918974124,3.034697833,1.760274628,3.508269902,12.7,96.9
20131121 2:00,0.003675281,3.205645326,1.65457241,3.607460578,3.902865391,1.956054487,4.365605045,14.9,96.8
